date,headline,website
2023-02-24,US may limit South Korean chips made in China: Report,TOI
2023-02-25,"After Apple and Samsung, MediaTek to bring satellite connectivity to phones",Business Standard
2023-02-25,"Onion shortage could trigger a global food crisis, fuel healthy diet worries",TOI
2023-02-25,Apple may launch new MacBook Air with 15-inch display in April: Report,Business Standard
2023-02-25,Top Type C Chargers To Make Your Life Easier Around Gadgets,TOI
2023-02-25,Charger Adapters To Charge Your Phones Quickly,TOI
2023-02-26,The secret to a 100 years lies in your lunch,TOI
2023-02-26,Will Smith wins his first major award since Oscar slap at NAACP Image Awards,TOI
2023-02-26,Left with lone mango tree: Village makes a register and realises all that it has lost,TOI
2023-02-26,Left with a sole mango tree: Village makesa register & realises all that it has lost so far,TOI
2023-02-26,"Now, Apple of the mind: Tech to bridge mental healthcare gaps",TOI
2023-02-26,HP horticulture min to meet Apple growers,TOI
2023-02-26,"MWC Barcelona 2023 Event: What to expect, dates and more",TOI
2023-02-27,One held for illegal sale of banned e-cigarettes in Karnataka,TOI
2023-02-27,Apple supplier Foxlink halts production at Indian facility after fire,TOI
2023-02-27,"Maruti Suzuki Ignis now gets RDE compliant engine and new safety features: Check new price, features and specifications",TOI
2023-02-27,Warren Buffett calls repurchase critics economic illiterate; 4 reasons why he finds value in share buybacks,Financial Express
2023-02-28,Uttarakhand government to give 4.4 acres of orchard land for non-horticultural activities; farmers protest,TOI
2023-02-28,"iPhone SE still under works, may come with Apple’s 5G modem",TOI
2023-02-28,Apple silicon makes ‘game changing’ features possible on the iPhone,TOI
2023-02-28,"With temp above normal, HP faces drought-like situation",TOI
2023-02-28,"Top headlines: Apple creates new jobs, India's derivate bond trade at risk",Business Standard
2023-02-28,"Apple Inc's suppliers racing to exit China, says AirPods maker GoerTek",Business Standard
2023-02-28,"New iPhone SE 4 may have 6.1-inch OLED display, Apple's 5G baseband chip",Business Standard
2023-02-28,Apple Inc supplier declares 30-day holiday at Andhra Pradesh plant,Business Standard
2023-02-28,"Apple breached antitrust law in Spotify case, says European Commission",Business Standard
2023-02-28,Xiaomi’s Redmi takes on Realme with 300W fast charging technology,TOI
2023-02-28,"Microsoft announces new features for Windows 11, brings AI-powered Bing to Windows taskbar",TOI
2023-02-28,Govt to give 4.4 acres of orchard land for non-horticultural activities; farmers protest,TOI
2023-02-28,WhatsApp’s new update allows users to convert any photo into sticker on iPhone,TOI
2023-02-28,Sumbul Touqeer and Fahmaan Khan miss their Imlie days; the latter shares unseen Arylie pictures,TOI
2023-02-28,Spotify replaces its Heart button with an ‘enhanced’ Plus button: Here’s what it does,TOI
2023-02-28,"Top 5 upcoming Honda, Hyundai cars/ SUVs in 2023-24: New City, Verna and more",TOI
2023-02-28,JEE Advanced 2023 Dress Code: Female and Male Candidates,TOI
2023-02-28,iPhone Adapter to Charge Your Apple Devices Faster Than Ever Before,TOI
2023-02-28,Can this 'Blue Zone' diet make you live 100 years?,TOI
2023-03-01,"Qualcomm set to take on Apple Silicon this year, here’s what CEO Amon said",TOI
2023-03-01,Apple supplier Foxlink says working to resume production after India fire,Business Standard
2023-03-01,Andhra Pradesh launches probe into fire at Apple supplier Foxlink,Business Standard
2023-03-01,Djokovic finds 'another gear' to down Machac in Dubai opener,TOI
2023-03-01,"NEET UG Dress Code 2023: Check Dress Code, Banned Items and Things to Carry at Exam Centre",TOI
2023-03-01,Fire-hit Foxlink plant gives a month's holiday to staff in Tirupati district,TOI
2023-03-01,Qualcomm plans to ship its Apple Silicon-competing chip next year,Business Standard
2023-03-01,Rising New York Knicks square off with sinking Brooklyn Nets,TOI
2023-03-01,Apple stars rolling out iOS 16.4 beta to developers: All the details,TOI
2023-03-01,Telegram adds new option to save battery life on MacBooks: How will it work,TOI
2023-03-01,Fire-hit Foxlink plant gives a month’s holiday to staff,TOI
2023-03-01,Google optimised Chrome to offer similar battery life as Safari on Mac,TOI
2023-03-02,"Prognosis known, procedure flawed",TOI
2023-03-02,"Bluesky, social media app from Twitter co-founder Jack Dorsey, rolls out Apple iOS beta",TOI
2023-03-02,"Amazon Echo Dot (5th Gen) launched in India: Price, features and more",TOI
2023-03-02,"2023 Honda City Facelift launched in India at Rs 11.49 lakh: Price, variants, specs, features",TOI
2023-03-02,Fast Charger For Mobile Phones To Keep Them Charged All The Time,TOI
2023-03-02,"Have lot of admiration, respect for Gautam Adani, his company: Tony Abbott",TOI
2023-03-02,"Will Smith accepts special honour at AAFCA, gives first speech since 2022 Oscars",TOI
2023-03-02,"Apple increases the battery replacement cost for iPhone, MacBook",TOI
2023-03-02,Tech giant Apple still working on classical music application: Report,Business Standard
2023-03-03,"Apple doubles down on improving water management, sanitation in India",Business Standard
2023-03-03,Foxconn announces $700 million Apple manufacturing in Karnataka,TOI
2023-03-03,"Former Madhya Pradesh CM LOP Dr Govind Singh, Kamal Nath return tablets issued for e-budget, fear data theft",TOI
2023-03-03,"Shakti Kapoor wishes ""bacha"" Shraddha Kapoor on birthday with special video",TOI
2023-03-03,Adani companies' shares rally; Adani Enterprises jumps 11%,TOI
2023-03-03,"Apple phones to be built in K'taka soon, to create 1 lakh jobs: CM Bommai",Business Standard
2023-03-03,Apple expands efforts for improved water management in India: All the details,TOI
2023-03-03,Apple blocks email app BlueMail that uses ChatGPT technology; know why here,Business Standard
2023-03-03,Apple releases new Women's Health study findings: All the details,TOI
2023-03-03,Apple blocked ChatGPT update for this email app; here’s why,Financial Express
2023-03-03,Adani family sells stake in 4 cos to US firm for Rs 15.4k cr,TOI
2023-03-03,Apple partner Foxconn plans $700 million India plant in shift from China,TOI
2023-03-03,Apple partner Foxconn is planning to set up $700 million plant in India: Report,TOI
2023-03-03,Dubai emerges top global Gastronomy hub,TOI
2023-03-03,LIC recoups losses as Adani Group shares rise,TOI
2023-03-03,"See pic: Siddhanth Kapoor wishes sister Shraddha a Happy Birthday, calls her 'the best of everything'",TOI
2023-03-04,Foxconn says no 'definitive agreements' for new India investment,TOI
2023-03-04,Apple's iPhone 15 Pro may not feature 2 buttons for volume control,Business Standard
2023-03-04,Tech giant Apple now offers 'Depth and Water Seal Test' for Watch Ultra,Business Standard
2023-03-04,Apple may add this new colour option to the iPhone 14 series,TOI
2023-03-04,Amazon 5th Gear store: E-tailer announces sale on 5G smartphones,TOI
2023-03-04,When terror struck this village's only Kashmiri Pandit family,TOI
2023-03-04,"Taiwan's Foxconn seeks chip, EV cooperation with India",TOI
2023-03-04,"Value of LIC's Rs 30,000 crore Adani investment above Rs 39,ooo crore",TOI
2023-03-04,Foxconn plans major manufacturing facility in Karnataka,TOI
2023-03-04,"Singer Iman Chakraborty gets her tormentor arrested in Kolkata after verbal, visual abuse",TOI
2023-03-04,Moderation assurances from developers; Apple approves ChatGPT-driven app,Business Standard
2023-03-05,Apple discontinues business-focused 'Mac notebook upgrade' programme,Business Standard
2023-03-05,Man held with 3 snatched iPhones,TOI
2023-03-05,F1 2023 Bahrain Grand Prix race time in India: Where to watch and F1 TV Pro prices,TOI
2023-03-05,No definitive investment pacts inked: Foxconn,TOI
2023-03-06,Foxconn races to become an EV player and the clock is ticking,TOI
2023-03-06,Apple may launch two new MacBook Airs this summer,TOI
2023-03-06,iPhone 14 in yellow is on the horizon; here’s all we know about it,Financial Express
2023-03-06,Apple likely to launch M3-equipped iMac by the second half of this year,Business Standard
2023-03-06,Apple's iPhone 15 Pro models' front glass leak reveals ultra-thin bezels,Business Standard
2023-03-06,iPhone 15 series display teased online: What to expect,TOI
2023-03-06,Apple may bring 'Continuity' features to its upcoming AR headset,Business Standard
2023-03-06,Here's when Apple will reportedly launch a new iMac: All details,TOI
2023-03-06,Everything Everywhere all at Once wins top honours for Original Screenplay at Writers Guild Awards,TOI
2023-03-06,"There was no revolt, only whispers and fear: Excerpt from 'A Day of Fallen Night' by Samantha Shanon",TOI
2023-03-06,"'Committed to set up manufacturing facility in Telangana,' says Foxconn",TOI
2023-03-06,Apple’s next big chip upgrade for Macs coming soon,TOI
2023-03-06,Samsung Galaxy Glasses and Galaxy Ring patent: What devices to expect,TOI
2023-03-07,Microsoft's redesigned Outlook for Mac app now free to use,TOI
2023-03-07,Apple launches iPhone 14 and iPhone 14 Plus in yellow colour: Details here,Business Standard
2023-03-07,"iPhone 14, iPhone 14 Plus launched in yellow; available to pre-order from March 10 in India",Financial Express
2023-03-07,"Telangana CM K Chandrasekhar Rao foxes Karnataka CM Basavaraj Bommai, whips out Foxconn chief Young Liu's letter",TOI
2023-03-07,Report shows people preferred iPhones over other brands in 2022,TOI
2023-03-07,Look who is challenging Shein in the US market,TOI
2023-03-07,iPhone 11 Covers To Keep Your Phone Protected and Stylish,TOI
2023-03-07,"Apple unveils new colour variant of iPhone 14, iPhone 14 Plus: All the details",TOI
2023-03-07,Samsung may soon ditch ARM for custom CPUs,TOI
2023-03-07,"Apple unveils iPhone 14 in yellow, available in India from March 14",Business Standard
2023-03-07,Apple iPhone SE 4 may feature OLED panel from Chinese supplier: Report,Business Standard
2023-03-07,Why India ducked stagflation but needs a plan for it now,TOI
2023-03-08,The world sees India as a reliable partner and go to place to do business: Iceland permanent Secretary of State,TOI
2023-03-08,"How a user increased battery capacity of his Samsung Galaxy A32 to 30,000mAh",TOI
2023-03-08,Apple CEO Tim Cook wishes Holi with these pictures shot on iPhone,TOI
2023-03-08,Exclusive And Affordable iPhone 12 Chargers,TOI
2023-03-08,"Apple may limit ProMotion, Always-On display to iPhone 15 Pro models",Business Standard
2023-03-08,Best iPhone 6s Covers To Protect And Accessorize Your Handset,TOI
2023-03-08,Things women should eat and drink to protect their heart,TOI
2023-03-08,2023 Honda City in pics: Everything you need to know!,TOI
2023-03-08,"Apple unveils new iPhone cases, Watch bands: All the details",TOI
2023-03-08,Google Pixel Buds Pro’s spatial audio gets more immersive,TOI
2023-03-09,"Apple-Foxconn Karnataka plant to catalyse manufacturing, deep-tech: MoS IT",Business Standard
2023-03-09,Apple is making management changes to focus on India: Report,TOI
2023-03-09,"As Apple launches iPhone 14 in yellow, here’s a look back at every iPhone colour ever launched",Financial Express
2023-03-09,"iPhone 13, seven other iPhones among top 10 global bestsellers in 2022; Samsung barely makes the list, Chinese brands a no-show",Financial Express
2023-03-09,"Govt wants to 'hand over' India's food grain logistics to Adani Group, alleges Congress",TOI
2023-03-09,Here’s all you need to know about the OTT release of Avatar: The Way of Water,TOI
2023-03-09,Apple to shake up international sales operations to make India its own region,TOI
2023-03-09,"Startup from ex-Apple team raises $100 million, works with OpenAI",TOI
2023-03-09,"Top headlines: India faces high power cut risks, Apple to focus on India",Business Standard
2023-03-09,Vietnam chief of Apple supplier exits after flagging shift from China,Business Standard
2023-03-09,Congress has attained 'mental bankruptcy': J P Nadda,TOI
2023-03-09,Best Android smartwatch for your android phones,TOI
2023-03-10,Deshbhakti gender dekh ke nahi aati: Samar Khan,TOI
2023-03-10,Chinese firm Tianma to supply Apple HomePod's 7-inch panel: Report,Business Standard
2023-03-10,"Apple launches standalone app for classical music with ‘accurate’ metadata, spatial audio support and more",Financial Express
2023-03-10,"12-hour shifts, night-time work for women: Apple, Foxconn pushed for labour reforms to advance Indian production plans",TOI
2023-03-10,India transformed from being IT to designing and manufacturing hub: Rajeev Chandrasekhar,TOI
2023-03-10,"Xi Jinping gets historic third term as China's president: What it means for India, US",TOI
2023-03-10,Apple officially reveals new app for classical music: All the details,TOI
2023-03-10,Hyundai Creta N-Line Night edition revealed: What’s special,TOI
2023-03-10,Effortlessly cool: Akkineni Naga Chaitanya's casual style steals the show,TOI
2023-03-10,Affordable Lightning Cables for iPhone: Top Picks,TOI
2023-03-10,Apple Music Classical available for pre-order ahead of March 28 release,Business Standard
2023-03-10,"How Apple, Foxconn's efforts led to landmark reforms in India's labour laws",Business Standard
2023-03-10,Smartwatch with call function,TOI
2023-03-10,"2023 Mahindra XUV 300 vs Maruti Suzuki Brezza: price, features, specifications comparison",TOI
2023-03-10,Touch Screen Car Stereo Systems: Top Picks In India,TOI
2023-03-10,Apple to release its new standalone classical music app on March 28,Business Standard
2023-03-10,Apple may launch HomePod with a display in 2024,TOI
2023-03-11,Times of India Gadgets Now Awards announced: Meet the winners,TOI
2023-03-11,This is the first Android smartphone to come with iPhone’s Dynamic Island,TOI
2023-03-11,Apple CEO Tim Cook's 40% salary cut confirmed by shareholders: All the details,TOI
2023-03-11,Punjab: Guru Nanak Dev University's tissue culture technique for low-chill Apple cultivation,TOI
2023-03-11,"Less snowfall, fast rise in temp worry HP Apple growers",TOI
2023-03-11,Iraq seizes three million captagon pills on Syria border,TOI
2023-03-11,"Amazon Mega Electronics Days is now live: Deals, discounts and more",TOI
2023-03-11,2023 Honda City & City e:HEV review: ADAS & Hybrid tech become more affordable!,TOI
2023-03-11,Apple faces scant shareholder dissent at its annual shareholder meeting,Business Standard
